CustomerID,rfm_features,features,prediction,Recency,Frequency,Monetary,RFM_Score,RFM_ScoreGroup,Loyalty
17458.0,"[16.0,54.0,319.0]","[0.1607579219274672,0.24793826151280982,0.042617390700249794]",0,16,54,319.0,6,123,Gold
17297.0,"[18.0,51.0,133.0]","[0.18085266216840062,0.23416391365098704,0.017768379194774992]",0,18,51,133.0,6,123,Gold
18015.0,"[5.0,46.0,120.0]","[0.0502368506023335,0.21120666721461576,0.016031620326112772]",0,5,46,120.0,6,123,Gold
17988.0,"[12.0,38.0,203.0]","[0.12056844144560042,0.17447507291642173,0.027120157718340775]",0,12,38,203.0,6,123,Gold
17852.0,"[12.0,24.0,119.0]","[0.12056844144560042,0.11019478289458214,0.015898023490061836]",0,12,24,119.0,6,123,Gold
17835.0,"[3.0,61.0,350.0]","[0.030142110361400104,0.2800784065237296,0.04675889261782892]",0,3,61,350.0,6,123,Gold
14960.0,"[9.0,27.0,226.0]","[0.09042633108420031,0.12396913075640491,0.03019288494751239]",0,9,27,226.0,6,123,Gold
14362.0,"[23.0,41.0,161.0]","[0.2310895127707341,0.18824942077824447,0.021509090604201305]",0,23,41,161.0,6,123,Gold
18112.0,"[13.0,26.0,354.0]","[0.1306158115660671,0.11937768146913065,0.04729327996203268]",0,13,26,354.0,6,123,Gold
17221.0,"[8.0,63.0,337.0]","[0.0803789609637336,0.28926130509827813,0.04502213374916671]",0,8,63,337.0,6,123,Gold
14578.0,"[4.0,24.0,172.0]","[0.0401894804818668,0.11019478289458214,0.02297865580076164]",0,4,24,172.0,6,123,Gold
13142.0,"[20.0,23.0,308.0]","[0.200947402409334,0.10560333360730788,0.04114782550368945]",0,20,23,308.0,6,123,Gold
18110.0,"[20.0,46.0,244.0]","[0.200947402409334,0.21120666721461576,0.032597627996429304]",0,20,46,244.0,6,123,Gold
14452.0,"[11.0,62.0,269.0]","[0.11052107132513371,0.28466985581100385,0.0359375488977028]",0,11,62,269.0,6,123,Gold
14052.0,"[20.0,56.0,229.0]","[0.200947402409334,0.2571211600873583,0.03059367545566521]",0,20,56,229.0,6,123,Gold
16411.0,"[20.0,45.0,217.0]","[0.200947402409334,0.2066152179273415,0.02899051342305393]",0,20,45,217.0,6,123,Gold
15988.0,"[20.0,27.0,158.0]","[0.200947402409334,0.12396913075640491,0.021108300096048485]",0,20,27,158.0,6,123,Gold
15267.0,"[23.0,11.0,1718.0]","[0.2310895127707341,0.05050594216001681,0.22951936433551454]",0,23,11,1718.0,5,131,Platinum
14477.0,"[20.0,10.0,1310.0]","[0.200947402409334,0.04591449287274256,0.17501185522673113]",0,20,10,1310.0,5,131,Platinum
16711.0,"[4.0,22.0,1652.0]","[0.0401894804818668,0.10101188432003362,0.22070197315615253]",0,4,22,1652.0,5,131,Platinum
17856.0,"[2.0,15.0,1417.0]","[0.0200947402409334,0.06887173930911383,0.18930671668418167]",0,2,15,1417.0,5,131,Platinum
17500.0,"[18.0,5.0,1139.0]","[0.18085266216840062,0.02295724643637128,0.1521667962620204]",0,18,5,1139.0,5,131,Platinum
17526.0,"[5.0,19.0,1199.0]","[0.0502368506023335,0.08723753645821086,0.1601826064250768]",0,5,19,1199.0,5,131,Platinum
15195.0,"[3.0,1.0,3861.0]","[0.030142110361400104,0.004591449287274256,0.5158173839926785]",0,3,1,3861.0,5,131,Platinum
16660.0,"[17.0,16.0,1267.0]","[0.1708052920479339,0.07346318859638809,0.1692671912765407]",0,17,16,1267.0,5,131,Platinum
16989.0,"[8.0,12.0,1134.0]","[0.0803789609637336,0.05509739144729107,0.15149881208176572]",0,8,12,1134.0,5,131,Platinum
14608.0,"[5.0,20.0,1787.0]","[0.0502368506023335,0.09182898574548512,0.23873754602302938]",0,5,20,1787.0,5,131,Platinum
16446.0,"[1.0,3.0,168473.0]","[0.0100473701204667,0.013774347861822767,22.50745976000998]",1,1,3,168473.0,5,131,Platinum
14434.0,"[22.0,12.0,1377.0]","[0.22104214265026742,0.05509739144729107,0.18396284324214407]",0,22,12,1377.0,5,131,Platinum
15473.0,"[15.0,11.0,1771.0]","[0.15071055180700052,0.05050594216001681,0.23659999664621437]",0,15,11,1771.0,5,131,Platinum
14737.0,"[4.0,17.0,1166.0]","[0.0401894804818668,0.07805463788366235,0.1557739108353958]",0,4,17,1166.0,5,131,Platinum
15621.0,"[5.0,16.0,1291.0]","[0.0502368506023335,0.07346318859638809,0.17247351534176325]",0,5,16,1291.0,5,131,Platinum
15864.0,"[23.0,20.0,1938.0]","[0.2310895127707341,0.09182898574548512,0.2589106682667213]",0,23,20,1938.0,5,131,Platinum
18080.0,"[19.0,2.0,1231.0]","[0.19090003228886732,0.009182898574548511,0.16445770517870686]",0,19,2,1231.0,5,131,Platinum
13953.0,"[8.0,20.0,3518.0]","[0.0803789609637336,0.09182898574548512,0.46999366922720615]",0,8,20,3518.0,5,131,Platinum
12882.0,"[10.0,13.0,1464.0]","[0.100473701204667,0.059688840734565325,0.19558576797857585]",0,10,13,1464.0,5,131,Platinum
16079.0,"[17.0,21.0,1353.0]","[0.1708052920479339,0.09642043503275936,0.18075651917692154]",0,17,21,1353.0,5,131,Platinum
16000.0,"[3.0,9.0,12395.0]","[0.030142110361400104,0.0413230435854683,1.6559327828513986]",0,3,9,12395.0,5,131,Platinum
15497.0,"[18.0,15.0,1261.0]","[0.18085266216840062,0.06887173930911383,0.16846561026023507]",0,18,15,1261.0,5,131,Platinum
16532.0,"[18.0,4.0,6748.0]","[0.18085266216840062,0.018365797149097023,0.9015114496717417]",0,18,4,6748.0,5,131,Platinum
15206.0,"[11.0,9.0,420.0]","[0.11052107132513371,0.0413230435854683,0.05611067114139471]",0,11,9,420.0,6,132,Gold
16157.0,"[16.0,18.0,658.0]","[0.1607579219274672,0.0826460871709366,0.08790671812151837]",0,16,18,658.0,6,132,Gold
15287.0,"[23.0,20.0,487.0]","[0.2310895127707341,0.09182898574548512,0.06506165915680767]",0,23,20,487.0,6,132,Gold
16119.0,"[9.0,16.0,423.0]","[0.09042633108420031,0.07346318859638809,0.056511461649547526]",0,9,16,423.0,6,132,Gold
14416.0,"[23.0,14.0,491.0]","[0.2310895127707341,0.06428029002183958,0.06559604650101143]",0,23,14,491.0,6,132,Gold
17031.0,"[12.0,22.0,389.0]","[0.12056844144560042,0.10101188432003362,0.05196916922381557]",0,12,22,389.0,6,132,Gold
15269.0,"[24.0,2.0,409.0]","[0.24113688289120083,0.009182898574548511,0.05464110594483437]",0,24,2,409.0,6,132,Gold
15773.0,"[6.0,10.0,636.0]","[0.06028422072280021,0.04591449287274256,0.0849675877283977]",0,6,10,636.0,6,132,Gold
18246.0,"[24.0,4.0,596.0]","[0.24113688289120083,0.018365797149097023,0.07962371428636011]",0,24,4,596.0,6,132,Gold
14448.0,"[10.0,20.0,377.0]","[0.100473701204667,0.09182898574548512,0.0503660071912043]",0,10,20,377.0,6,132,Gold
14111.0,"[15.0,10.0,692.0]","[0.15071055180700052,0.04591449287274256,0.09244901054725033]",0,15,10,692.0,6,132,Gold
15186.0,"[15.0,19.0,415.0]","[0.15071055180700052,0.08723753645821086,0.05544268696114001]",0,15,19,415.0,6,132,Gold
15368.0,"[22.0,4.0,448.0]","[0.22104214265026742,0.018365797149097023,0.05985138255082102]",0,22,4,448.0,6,132,Gold
13104.0,"[4.0,20.0,1099.0]","[0.0401894804818668,0.09182898574548512,0.14682292281998283]",0,4,20,1099.0,6,132,Gold
18154.0,"[4.0,21.0,398.0]","[0.0401894804818668,0.09642043503275936,0.053171540748274036]",0,4,21,398.0,6,132,Gold
13657.0,"[11.0,16.0,384.0]","[0.11052107132513371,0.07346318859638809,0.051301185043560876]",0,11,16,384.0,6,132,Gold
13147.0,"[11.0,4.0,714.0]","[0.11052107132513371,0.018365797149097023,0.095388140940371]",0,11,4,714.0,6,132,Gold
13153.0,"[6.0,15.0,484.0]","[0.06028422072280021,0.06887173930911383,0.06466086864865485]",0,6,15,484.0,6,132,Gold
17666.0,"[4.0,18.0,728.0]","[0.0401894804818668,0.0826460871709366,0.09725849664508417]",0,4,18,728.0,6,132,Gold
15969.0,"[3.0,20.0,668.0]","[0.030142110361400104,0.09182898574548512,0.08924268648202778]",0,3,20,668.0,6,132,Gold
14950.0,"[20.0,19.0,372.0]","[0.200947402409334,0.08723753645821086,0.049698023010949596]",0,20,19,372.0,6,132,Gold
15654.0,"[10.0,21.0,925.0]","[0.100473701204667,0.09642043503275936,0.1235770733471193]",0,10,21,925.0,6,132,Gold
14618.0,"[10.0,16.0,554.0]","[0.100473701204667,0.07346318859638809,0.07401264717222064]",0,10,16,554.0,6,132,Gold
18006.0,"[24.0,22.0,448.0]","[0.24113688289120083,0.10101188432003362,0.05985138255082102]",0,24,22,448.0,6,132,Gold
13255.0,"[10.0,13.0,401.0]","[0.100473701204667,0.059688840734565325,0.05357233125642685]",0,10,13,401.0,6,132,Gold
14126.0,"[8.0,15.0,708.0]","[0.0803789609637336,0.06887173930911383,0.09458655992406537]",0,8,15,708.0,6,132,Gold
13323.0,"[4.0,21.0,790.0]","[0.0401894804818668,0.09642043503275936,0.10554150048024243]",0,4,21,790.0,6,132,Gold
13525.0,"[15.0,6.0,629.0]","[0.15071055180700052,0.027548695723645534,0.08403240987604112]",0,15,6,629.0,6,132,Gold
17453.0,"[18.0,19.0,489.0]","[0.18085266216840062,0.08723753645821086,0.06532885282890956]",0,18,19,489.0,6,132,Gold
13318.0,"[2.0,20.0,641.0]","[0.0200947402409334,0.09182898574548512,0.0856355719086524]",0,2,20,641.0,6,132,Gold
17929.0,"[12.0,5.0,843.0]","[0.12056844144560042,0.02295724643637128,0.11262213279094224]",0,12,5,843.0,6,132,Gold
16500.0,"[5.0,11.0,400.0]","[0.0502368506023335,0.05050594216001681,0.053438734420375916]",0,5,11,400.0,6,132,Gold
16566.0,"[16.0,18.0,614.0]","[0.1607579219274672,0.0826460871709366,0.08202845733527703]",0,16,18,614.0,6,132,Gold
14342.0,"[22.0,21.0,670.0]","[0.22104214265026742,0.09642043503275936,0.08950988015412965]",0,22,21,670.0,6,132,Gold
13899.0,"[17.0,19.0,390.0]","[0.1708052920479339,0.08723753645821086,0.052102766059866516]",0,17,19,390.0,6,132,Gold
15793.0,"[15.0,12.0,967.0]","[0.15071055180700052,0.05509739144729107,0.12918814046125876]",0,15,12,967.0,6,132,Gold
13589.0,"[15.0,21.0,383.0]","[0.15071055180700052,0.09642043503275936,0.05116758820750994]",0,15,21,383.0,6,132,Gold
17359.0,"[12.0,15.0,128.0]","[0.12056844144560042,0.06887173930911383,0.017100395014520292]",0,12,15,128.0,7,133,Gold
17080.0,"[23.0,8.0,287.0]","[0.2310895127707341,0.036731594298194045,0.03834229194661972]",0,23,8,287.0,7,133,Gold
14793.0,"[22.0,14.0,230.0]","[0.22104214265026742,0.06428029002183958,0.03072727229171615]",0,22,14,230.0,7,133,Gold
14836.0,"[11.0,6.0,102.0]","[0.11052107132513371,0.027548695723645534,0.013626877277195857]",0,11,6,102.0,7,133,Gold
17384.0,"[20.0,15.0,336.0]","[0.200947402409334,0.06887173930911383,0.04488853691311577]",0,20,15,336.0,7,133,Gold
17549.0,"[24.0,6.0,149.0]","[0.24113688289120083,0.027548695723645534,0.01990592857159003]",0,24,6,149.0,7,133,Gold
14768.0,"[18.0,5.0,192.0]","[0.18085266216840062,0.02295724643637128,0.025650592521780438]",0,18,5,192.0,7,133,Gold
17436.0,"[2.0,9.0,216.0]","[0.0200947402409334,0.0413230435854683,0.02885691658700299]",0,2,9,216.0,7,133,Gold
14641.0,"[22.0,7.0,111.0]","[0.22104214265026742,0.03214014501091979,0.014829248801654316]",0,22,7,111.0,7,133,Gold
17157.0,"[8.0,13.0,319.0]","[0.0803789609637336,0.059688840734565325,0.042617390700249794]",0,8,13,319.0,7,133,Gold
14987.0,"[16.0,4.0,328.0]","[0.1607579219274672,0.018365797149097023,0.04381976222470825]",0,16,4,328.0,7,133,Gold
17163.0,"[22.0,5.0,293.0]","[0.22104214265026742,0.02295724643637128,0.039143872962925354]",0,22,5,293.0,7,133,Gold
15432.0,"[24.0,10.0,173.0]","[0.24113688289120083,0.04591449287274256,0.02311225263681258]",0,24,10,173.0,7,133,Gold
14785.0,"[11.0,3.0,77.0]","[0.11052107132513371,0.013774347861822767,0.010286956375922363]",0,11,3,77.0,7,133,Gold
14520.0,"[2.0,4.0,270.0]","[0.0200947402409334,0.018365797149097023,0.036071145733753744]",0,2,4,270.0,7,133,Gold
15428.0,"[16.0,6.0,95.0]","[0.1607579219274672,0.027548695723645534,0.012691699424839279]",0,16,6,95.0,7,133,Gold
14480.0,"[12.0,13.0,280.0]","[0.12056844144560042,0.059688840734565325,0.03740711409426314]",0,12,13,280.0,7,133,Gold
15634.0,"[18.0,15.0,246.0]","[0.18085266216840062,0.06887173930911383,0.032864821668531184]",0,18,15,246.0,7,133,Gold
15699.0,"[18.0,18.0,310.0]","[0.18085266216840062,0.0826460871709366,0.04141501917579133]",0,18,18,310.0,7,133,Gold
15619.0,"[11.0,3.0,337.0]","[0.11052107132513371,0.013774347861822767,0.04502213374916671]",0,11,3,337.0,7,133,Gold
17155.0,"[18.0,20.0,251.0]","[0.18085266216840062,0.09182898574548512,0.03353280584878589]",0,18,20,251.0,7,133,Gold
15393.0,"[17.0,12.0,231.0]","[0.1708052920479339,0.05509739144729107,0.03086086912776709]",0,17,12,231.0,7,133,Gold
15690.0,"[5.0,19.0,240.0]","[0.0502368506023335,0.08723753645821086,0.032063240652225544]",0,5,19,240.0,7,133,Gold
15148.0,"[11.0,20.0,302.0]","[0.11052107132513371,0.09182898574548512,0.04034624448738382]",0,11,20,302.0,7,133,Gold
14703.0,"[15.0,22.0,322.0]","[0.15071055180700052,0.10101188432003362,0.04301818120840261]",0,15,22,322.0,7,133,Gold
14881.0,"[20.0,17.0,257.0]","[0.200947402409334,0.07805463788366235,0.03433438686509152]",0,20,17,257.0,7,133,Gold
15567.0,"[19.0,7.0,186.0]","[0.19090003228886732,0.03214014501091979,0.024849011505474798]",0,19,7,186.0,7,133,Gold
14551.0,"[19.0,10.0,188.0]","[0.19090003228886732,0.04591449287274256,0.025116205177576678]",0,19,10,188.0,7,133,Gold
15124.0,"[23.0,15.0,185.0]","[0.2310895127707341,0.06887173930911383,0.024715414669423858]",0,23,15,185.0,7,133,Gold
14569.0,"[2.0,12.0,228.0]","[0.0200947402409334,0.05509739144729107,0.03046007861961427]",0,2,12,228.0,7,133,Gold
14804.0,"[9.0,12.0,353.0]","[0.09042633108420031,0.05509739144729107,0.04715968312598174]",0,9,12,353.0,7,133,Gold
17253.0,"[19.0,18.0,180.0]","[0.19090003228886732,0.0826460871709366,0.02404743048916916]",0,19,18,180.0,7,133,Gold
14581.0,"[17.0,17.0,138.0]","[0.1708052920479339,0.07805463788366235,0.01843636337502969]",0,17,17,138.0,7,133,Gold
15115.0,"[19.0,21.0,340.0]","[0.19090003228886732,0.09642043503275936,0.04542292425731952]",0,19,21,340.0,7,133,Gold
17468.0,"[11.0,5.0,137.0]","[0.11052107132513371,0.02295724643637128,0.01830276653897875]",0,11,5,137.0,7,133,Gold
17330.0,"[23.0,6.0,364.0]","[0.2310895127707341,0.027548695723645534,0.04862924832254208]",0,23,6,364.0,7,133,Gold
14865.0,"[8.0,4.0,52.0]","[0.0803789609637336,0.018365797149097023,0.006947035474648869]",0,8,4,52.0,7,133,Gold
15101.0,"[9.0,8.0,318.0]","[0.09042633108420031,0.036731594298194045,0.04248379386419885]",0,9,8,318.0,7,133,Gold
14946.0,"[15.0,3.0,101.0]","[0.15071055180700052,0.013774347861822767,0.013493280441144917]",0,15,3,101.0,7,133,Gold
15657.0,"[23.0,1.0,30.0]","[0.2310895127707341,0.004591449287274256,0.004007905081528193]",0,23,1,30.0,7,133,Gold
14601.0,"[11.0,7.0,213.0]","[0.11052107132513371,0.03214014501091979,0.028456126078850175]",0,11,7,213.0,7,133,Gold
14860.0,"[20.0,11.0,173.0]","[0.200947402409334,0.05050594216001681,0.02311225263681258]",0,20,11,173.0,7,133,Gold
15520.0,"[2.0,18.0,342.0]","[0.0200947402409334,0.0826460871709366,0.0456901179294214]",0,2,18,342.0,7,133,Gold
15540.0,"[12.0,15.0,216.0]","[0.12056844144560042,0.06887173930911383,0.02885691658700299]",0,12,15,216.0,7,133,Gold
17237.0,"[12.0,19.0,317.0]","[0.12056844144560042,0.08723753645821086,0.042350197028147914]",0,12,19,317.0,7,133,Gold
17942.0,"[8.0,2.0,78.0]","[0.0803789609637336,0.009182898574548511,0.010420553211973303]",0,8,2,78.0,7,133,Gold
13978.0,"[15.0,15.0,200.0]","[0.15071055180700052,0.06887173930911383,0.026719367210187958]",0,15,15,200.0,7,133,Gold
13298.0,"[2.0,2.0,360.0]","[0.0200947402409334,0.009182898574548511,0.04809486097833832]",0,2,2,360.0,7,133,Gold
13986.0,"[18.0,13.0,321.0]","[0.18085266216840062,0.059688840734565325,0.04288458437235167]",0,18,13,321.0,7,133,Gold
13277.0,"[16.0,8.0,259.0]","[0.1607579219274672,0.036731594298194045,0.0346015805371934]",0,16,8,259.0,7,133,Gold
18084.0,"[17.0,1.0,90.0]","[0.1708052920479339,0.004591449287274256,0.01202371524458458]",0,17,1,90.0,7,133,Gold
17737.0,"[10.0,10.0,169.0]","[0.100473701204667,0.04591449287274256,0.02257786529260882]",0,10,10,169.0,7,133,Gold
13256.0,"[15.0,1.0,1.0]","[0.15071055180700052,0.004591449287274256,0.00013359683605093978]",0,15,1,0.0,7,133,Gold
15949.0,"[17.0,19.0,364.0]","[0.1708052920479339,0.08723753645821086,0.04862924832254208]",0,17,19,364.0,7,133,Gold
16956.0,"[18.0,16.0,310.0]","[0.18085266216840062,0.07346318859638809,0.04141501917579133]",0,18,16,310.0,7,133,Gold
13207.0,"[16.0,8.0,249.0]","[0.1607579219274672,0.036731594298194045,0.03326561217668401]",0,16,8,249.0,7,133,Gold
13188.0,"[12.0,2.0,115.0]","[0.12056844144560042,0.009182898574548511,0.015363636145858076]",0,12,2,115.0,7,133,Gold
13160.0,"[23.0,4.0,92.0]","[0.2310895127707341,0.018365797149097023,0.012290908916686459]",0,23,4,92.0,7,133,Gold
17680.0,"[24.0,11.0,185.0]","[0.24113688289120083,0.05050594216001681,0.024715414669423858]",0,24,11,185.0,7,133,Gold
16988.0,"[6.0,7.0,127.0]","[0.06028422072280021,0.03214014501091979,0.016966798178469352]",0,6,7,127.0,7,133,Gold
15857.0,"[19.0,14.0,295.0]","[0.19090003228886732,0.06428029002183958,0.039411066635027234]",0,19,14,295.0,7,133,Gold
14219.0,"[5.0,7.0,90.0]","[0.0502368506023335,0.03214014501091979,0.01202371524458458]",0,5,7,90.0,7,133,Gold
17668.0,"[2.0,15.0,349.0]","[0.0200947402409334,0.06887173930911383,0.04662529578177799]",0,2,15,349.0,7,133,Gold
16482.0,"[16.0,18.0,221.0]","[0.1607579219274672,0.0826460871709366,0.02952490076725769]",0,16,18,221.0,7,133,Gold
13083.0,"[5.0,18.0,303.0]","[0.0502368506023335,0.0826460871709366,0.040479841323434754]",0,5,18,303.0,7,133,Gold
13079.0,"[5.0,6.0,221.0]","[0.0502368506023335,0.027548695723645534,0.02952490076725769]",0,5,6,221.0,7,133,Gold
18174.0,"[8.0,1.0,104.0]","[0.0803789609637336,0.004591449287274256,0.013894070949297737]",0,8,1,104.0,7,133,Gold
17650.0,"[22.0,8.0,166.0]","[0.22104214265026742,0.036731594298194045,0.022177074784456005]",0,22,8,166.0,7,133,Gold
13068.0,"[11.0,2.0,344.0]","[0.11052107132513371,0.009182898574548511,0.04595731160152328]",0,11,2,344.0,7,133,Gold
16506.0,"[20.0,3.0,90.0]","[0.200947402409334,0.013774347861822767,0.01202371524458458]",0,20,3,90.0,7,133,Gold
18184.0,"[16.0,1.0,50.0]","[0.1607579219274672,0.004591449287274256,0.0066798418025469895]",0,16,1,50.0,7,133,Gold
14287.0,"[9.0,9.0,177.0]","[0.09042633108420031,0.0413230435854683,0.02364663998101634]",0,9,9,177.0,7,133,Gold
17636.0,"[20.0,20.0,290.0]","[0.200947402409334,0.09182898574548512,0.03874308245477254]",0,20,20,290.0,7,133,Gold
17767.0,"[16.0,21.0,273.0]","[0.1607579219274672,0.09642043503275936,0.03647193624190656]",0,16,21,273.0,7,133,Gold
13962.0,"[22.0,11.0,171.0]","[0.22104214265026742,0.05050594216001681,0.0228450589647107]",0,22,11,171.0,7,133,Gold
13960.0,"[22.0,12.0,232.0]","[0.22104214265026742,0.05509739144729107,0.03099446596381803]",0,22,12,232.0,7,133,Gold
15992.0,"[4.0,3.0,43.0]","[0.0401894804818668,0.013774347861822767,0.00574466395019041]",0,4,3,43.0,7,133,Gold
13638.0,"[16.0,8.0,123.0]","[0.1607579219274672,0.036731594298194045,0.016432410834265592]",0,16,8,123.0,7,133,Gold
16189.0,"[16.0,11.0,214.0]","[0.1607579219274672,0.05050594216001681,0.028589722914901115]",0,16,11,214.0,7,133,Gold
17896.0,"[24.0,2.0,257.0]","[0.24113688289120083,0.009182898574548511,0.03433438686509152]",0,24,2,257.0,7,133,Gold
16856.0,"[15.0,2.0,36.0]","[0.15071055180700052,0.009182898574548511,0.004809486097833832]",0,15,2,36.0,7,133,Gold
16855.0,"[24.0,19.0,332.0]","[0.24113688289120083,0.08723753645821086,0.04435414956891201]",0,24,19,332.0,7,133,Gold
16149.0,"[5.0,18.0,279.0]","[0.0502368506023335,0.0826460871709366,0.0372735172582122]",0,5,18,279.0,7,133,Gold
16852.0,"[11.0,9.0,147.0]","[0.11052107132513371,0.0413230435854683,0.01963873489948815]",0,11,9,147.0,7,133,Gold
16851.0,"[5.0,20.0,344.0]","[0.0502368506023335,0.09182898574548512,0.04595731160152328]",0,5,20,344.0,7,133,Gold
13739.0,"[19.0,3.0,217.0]","[0.19090003228886732,0.013774347861822767,0.02899051342305393]",0,19,3,217.0,7,133,Gold
13502.0,"[17.0,18.0,291.0]","[0.1708052920479339,0.0826460871709366,0.038876679290823474]",0,17,18,291.0,7,133,Gold
16313.0,"[4.0,16.0,277.0]","[0.0401894804818668,0.07346318859638809,0.03700632358611032]",0,4,16,277.0,7,133,Gold
13449.0,"[24.0,19.0,293.0]","[0.24113688289120083,0.08723753645821086,0.039143872962925354]",0,24,19,293.0,7,133,Gold
13436.0,"[2.0,12.0,198.0]","[0.0200947402409334,0.05509739144729107,0.026452173538086078]",0,2,12,198.0,7,133,Gold
14300.0,"[19.0,3.0,44.0]","[0.19090003228886732,0.013774347861822767,0.00587826078624135]",0,19,3,44.0,7,133,Gold
13828.0,"[23.0,15.0,212.0]","[0.2310895127707341,0.06887173930911383,0.028322529242799235]",0,23,15,212.0,7,133,Gold
13844.0,"[12.0,20.0,361.0]","[0.12056844144560042,0.09182898574548512,0.04822845781438926]",0,12,20,361.0,7,133,Gold
13404.0,"[2.0,11.0,253.0]","[0.0200947402409334,0.05050594216001681,0.03379999952088777]",0,2,11,253.0,7,133,Gold
13403.0,"[18.0,3.0,75.0]","[0.18085266216840062,0.013774347861822767,0.010019762703820484]",0,18,3,75.0,7,133,Gold
16789.0,"[9.0,5.0,82.0]","[0.09042633108420031,0.02295724643637128,0.010954940556177063]",0,9,5,82.0,7,133,Gold
18030.0,"[5.0,9.0,232.0]","[0.0502368506023335,0.0413230435854683,0.03099446596381803]",0,5,9,232.0,7,133,Gold
18040.0,"[20.0,19.0,359.0]","[0.200947402409334,0.08723753645821086,0.04796126414228738]",0,20,19,359.0,7,133,Gold
16784.0,"[20.0,3.0,108.0]","[0.200947402409334,0.013774347861822767,0.014428458293501496]",0,20,3,108.0,7,133,Gold
13349.0,"[11.0,16.0,247.0]","[0.11052107132513371,0.07346318859638809,0.03299841850458213]",0,11,16,247.0,7,133,Gold
16366.0,"[19.0,18.0,332.0]","[0.19090003228886732,0.0826460871709366,0.04435414956891201]",0,19,18,332.0,7,133,Gold
18058.0,"[10.0,3.0,171.0]","[0.100473701204667,0.013774347861822767,0.0228450589647107]",0,10,3,171.0,7,133,Gold
18059.0,"[24.0,19.0,304.0]","[0.24113688289120083,0.08723753645821086,0.04061343815948569]",0,24,19,304.0,7,133,Gold
13926.0,"[24.0,11.0,224.0]","[0.24113688289120083,0.05050594216001681,0.02992569127541051]",0,24,11,224.0,7,133,Gold
13332.0,"[15.0,21.0,354.0]","[0.15071055180700052,0.09642043503275936,0.04729327996203268]",0,15,21,354.0,7,133,Gold
13832.0,"[20.0,3.0,52.0]","[0.200947402409334,0.013774347861822767,0.006947035474648869]",0,20,3,52.0,7,133,Gold
16528.0,"[4.0,17.0,244.0]","[0.0401894804818668,0.07805463788366235,0.032597627996429304]",0,4,17,244.0,7,133,Gold
16414.0,"[22.0,7.0,127.0]","[0.22104214265026742,0.03214014501091979,0.016966798178469352]",0,22,7,127.0,7,133,Gold
14354.0,"[6.0,9.0,162.0]","[0.06028422072280021,0.0413230435854683,0.021642687440252245]",0,6,9,162.0,7,133,Gold
14424.0,"[18.0,1.0,322.0]","[0.18085266216840062,0.004591449287274256,0.04301818120840261]",0,18,1,322.0,7,133,Gold
18249.0,"[18.0,8.0,95.0]","[0.18085266216840062,0.036731594298194045,0.012691699424839279]",0,18,8,95.0,7,133,Gold
16620.0,"[4.0,9.0,181.0]","[0.0401894804818668,0.0413230435854683,0.0241810273252201]",0,4,9,181.0,7,133,Gold
12966.0,"[10.0,10.0,161.0]","[0.100473701204667,0.04591449287274256,0.021509090604201305]",0,10,10,161.0,7,133,Gold
16597.0,"[5.0,7.0,92.0]","[0.0502368506023335,0.03214014501091979,0.012290908916686459]",0,5,7,92.0,7,133,Gold
12962.0,"[8.0,16.0,267.0]","[0.0803789609637336,0.07346318859638809,0.03567035522560092]",0,8,16,267.0,7,133,Gold
17600.0,"[18.0,13.0,164.0]","[0.18085266216840062,0.059688840734565325,0.021909881112354125]",0,18,13,164.0,7,133,Gold
18273.0,"[3.0,3.0,204.0]","[0.030142110361400104,0.013774347861822767,0.027253754554391715]",0,3,3,204.0,7,133,Gold
12953.0,"[10.0,17.0,332.0]","[0.100473701204667,0.07805463788366235,0.04435414956891201]",0,10,17,332.0,7,133,Gold
16569.0,"[4.0,5.0,126.0]","[0.0401894804818668,0.02295724643637128,0.016833201342418412]",0,4,5,126.0,7,133,Gold
16596.0,"[16.0,12.0,253.0]","[0.1607579219274672,0.05509739144729107,0.03379999952088777]",0,16,12,253.0,7,133,Gold
14385.0,"[10.0,14.0,204.0]","[0.100473701204667,0.06428029002183958,0.027253754554391715]",0,10,14,204.0,7,133,Gold
13017.0,"[8.0,1.0,204.0]","[0.0803789609637336,0.004591449287274256,0.027253754554391715]",0,8,1,204.0,7,133,Gold
18282.0,"[8.0,12.0,181.0]","[0.0803789609637336,0.05509739144729107,0.0241810273252201]",0,8,12,181.0,7,133,Gold
17010.0,"[19.0,11.0,196.0]","[0.19090003228886732,0.05050594216001681,0.026184979865984198]",0,19,11,196.0,7,133,Gold
12984.0,"[19.0,4.0,98.0]","[0.19090003228886732,0.018365797149097023,0.013092489932992099]",0,19,4,98.0,7,133,Gold
16668.0,"[16.0,20.0,307.0]","[0.1607579219274672,0.09182898574548512,0.041014228667638514]",0,16,20,307.0,7,133,Gold
15783.0,"[11.0,14.0,248.0]","[0.11052107132513371,0.06428029002183958,0.033132015340633064]",0,11,14,248.0,7,133,Gold
17997.0,"[75.0,166.0,1980.0]","[0.7535527590350025,0.7621805816875264,0.26452173538086077]",0,75,166,1980.0,4,211,Platinum
15240.0,"[45.0,78.0,1709.0]","[0.45213165542100153,0.35813304440739196,0.22831699281105608]",0,45,78,1709.0,4,211,Platinum
15281.0,"[59.0,139.0,2349.0]","[0.5927948371075353,0.6382114509311215,0.31381896788365754]",0,59,139,2349.0,4,211,Platinum
